ID,Sentence A,Sentence B
134,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.
135,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
136,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
137,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
138,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
139,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
140,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
141,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
142,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
143,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
144,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
145,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
146,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
147,자율 주행 기능이 자주 비활성화 될 것 같은 환경에서는 사람이 직접 운전하는 것이 낫습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
148,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.
149,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.
150,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.
151,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.
152,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
153,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
154,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
155,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
156,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
157,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
158,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
159,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
160,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
161,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
162,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
163,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
164,나는 자율 주행 시스템이 사용자의 개입 없이 모든 상황을 완벽하게 처리할 것이라고 생각합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
165,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.
166,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.
167,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.
168,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
169,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
170,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
171,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
172,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
173,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
174,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
175,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
176,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
177,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
178,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
179,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
180,나는 자동 운전 중에도 제어권 전환에 대한 경각심을 가지고 있습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
181,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.
182,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.
183,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
184,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
185,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
186,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
187,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
188,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
189,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
190,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
191,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
192,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
193,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
194,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
195,자율 주행 시스템이 잘 작동하는 경우 시스템의 과속 운전은 허용해도 괜찮습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
196,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.
197,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
198,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
199,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
200,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
201,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
202,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
203,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
204,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
205,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
206,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
207,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
208,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
209,때때로 제어권 전환 요청에 응해야 한다고 해도 자율 주행 모드에서 부주의한 상태로 있는 것은 일반적으로 문제가 되지 않습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
210,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다."
211,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
212,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
213,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
214,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
215,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
216,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
217,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
218,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
219,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
220,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
221,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
222,조건부 자율 주행 시스템의 지침을 따르지 않으면 교통사고 위험이 증가합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
223,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.
224,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
225,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
226,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
227,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
228,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
229,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.","만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
230,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
231,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
232,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
233,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
234,"나는 조건부 자율 주행 시스템이 자전거 타는 사람들, 보행자, 양보 표지판 등을 알아서 해결할 것이라고 생각합니다.",나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
235,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.
236,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
237,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
238,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
239,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
240,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
241,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
242,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
243,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
244,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
245,상용화된 자율 주행 시스템은 어떠한 문제도 일으키지 않을 것이라 믿습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
246,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.
247,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
248,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
249,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
250,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
251,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
252,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
253,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
254,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
255,여러 단계의 안전 장치가 장착된 자율 주행 시스템을 선호합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
256,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.
257,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
258,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
259,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
260,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
261,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
262,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
263,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
264,긴급 상황에서의 제동을 처리하기 위해서 자율적인 개입 없이 자율 주행 시스템에만 의존합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
265,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.
266,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
